Employee_ID,Age,Gender,Marital_Status,Education_Level,Department,Job_Role,Total_Work_Experience,Years_at_Company,Years_in_Current_Role,Promotion_Count,Business_Travel,Work_Mode,Distance_From_Home,Monthly_Salary,Annual_Bonus,Stock_Option_Value,Overtime_Hours,Monthly_Expenses,Compensation_Band,Performance_Rating,Manager_Rating,Training_Hours,Certification_Count,Project_Count,Job_Satisfaction,Work_Life_Balance,Environment_Satisfaction,Relationship_Satisfaction,Recognition_Score,Manager_Support,Engagement_Index,Productivity_Index,Financial_Stress_Index,Attendance_Score,Career_Growth_Index,Annual_Compensation,Experience_Band,Attrition
EMP100097,24,Male,Single,Master,Finance,Engineer,0,0.0,0.0,0,Never,Hybrid,16.9,5914.94,36135.09,0.0,5.4,2598.42,Low,3,2.0,,0,5,5,6,7.0,7,3,7,5.5,42.92,42.93,91.18,8.56,107114.37,Entry,0
EMP100098,27,Male,Married,High School,Marketing,Associate,6,4.8,3.3,1,Never,Hybrid,7.9,3978.56,5809.8,0.0,11.1,2306.48,Low,2,,21.8,0,1,6,3,3.0,4,3,3,4.0,20.72,67.99,82.15,22.2,53552.52,Junior,0
EMP100099,38,Male,Married,Bachelor,HR,Senior Engineer,17,1.7,1.1,0,Never,Office,9.8,8579.48,34741.54,0.0,9.0,6379.16,Medium,2,2.0,31.1,0,6,7,4,5.0,4,5,7,5.75,34.97,87.42,88.27,23.68,137695.3,Mid,0
EMP100100,28,Male,Single,Bachelor,Engineering,Associate,9,7.6,6.1,1,Rarely,Hybrid,7.5,5486.22,6627.9,0.0,12.3,3172.18,Low,3,3.0,22.6,0,4,5,4,2.0,4,3,5,4.25,34.65,66.96,82.33,24.47,72462.54,Junior,1
EMP100101,32,Male,Married,Bachelor,Finance,Engineer,9,4.0,0.6,0,Frequently,Office,9.2,7046.98,21682.55,0.0,5.3,4634.62,Low,3,4.0,25.8,0,5,5,7,2.0,4,4,4,4.25,38.35,74.38,85.84,23.14,106246.31,Junior,0
EMP100102,45,Male,Married,Master,Sales,Senior Engineer,19,6.8,1.1,2,Rarely,Hybrid,22.7,14101.68,62497.66,0.0,12.4,6108.59,High,3,3.0,32.8,1,3,6,5,7.0,4,4,3,4.25,38.62,37.88,85.6,45.21,231717.82,Mid,0
EMP100103,32,Male,Married,Bachelor,Marketing,Engineer,9,2.8,0.6,0,Rarely,Remote,38.6,5672.07,20819.48,0.0,4.3,4174.23,Low,2,2.0,24.3,2,3,4,5,4.0,6,3,2,3.75,21.55,86.81,84.75,21.25,88884.32,Junior,0
EMP100104,41,Male,Married,Bachelor,Marketing,Manager,17,1.6,1.5,0,Rarely,Hybrid,14.1,24174.09,106964.77,0.0,5.4,17963.14,High,4,4.0,,1,6,7,5,5.0,6,3,4,5.0,53.62,72.16,89.32,30.38,397053.85,Mid,0
EMP100105,28,Male,Divorced,Bachelor,Marketing,Engineer,7,4.4,1.6,0,Frequently,Hybrid,22.8,6495.41,11357.97,93129.78,3.8,3028.22,Low,3,3.0,28.7,0,5,7,5,4.0,5,6,5,5.75,41.57,45.71,88.55,21.2,182432.67,Junior,0
EMP100106,33,Male,Married,Bachelor,Finance,Engineer,9,5.3,1.7,1,Frequently,Office,13.1,7033.99,6450.7,0.0,1.2,3423.04,Low,4,4.0,25.7,0,4,7,4,6.0,8,6,6,6.75,57.74,47.18,91.04,25.66,90858.58,Junior,0
EMP100107,27,Male,Single,Master,Marketing,Engineer,5,0.7,0.2,0,Rarely,Office,5.5,5386.52,14205.58,0.0,2.2,2935.51,Low,3,2.0,24.7,0,3,6,5,4.0,5,5,5,5.25,40.24,57.71,89.42,14.24,78843.82,Entry,0
EMP100108,32,Male,Married,Bachelor,Engineering,Lead,10,10.0,4.8,3,Rarely,Hybrid,12.0,14221.49,10169.23,195631.97,10.3,9475.1,High,2,2.0,6.4,0,7,3,3,5.0,6,6,6,5.25,37.91,71.55,86.59,31.1,376459.08,Junior,0
EMP100109,42,Male,Single,Master,Sales,Senior Engineer,20,1.8,1.6,0,Frequently,Office,3.3,13552.66,44989.71,0.0,8.4,8950.32,High,3,3.0,28.5,0,5,7,4,6.0,8,8,5,7.0,48.72,70.43,91.5,23.92,207621.63,Mid,0
EMP100110,21,Female,Single,Bachelor,Engineering,Engineer,0,0.0,0.0,0,Rarely,Hybrid,5.1,5916.17,17682.11,0.0,11.6,3286.22,Low,3,3.0,38.1,0,4,5,5,7.0,3,6,4,4.5,36.11,62.9,89.81,19.82,88676.15,Entry,0
EMP100111,38,Female,Married,Master,Marketing,Lead,10,5.1,1.0,1,Rarely,Office,4.5,14602.75,49837.65,89503.77,5.3,9691.56,High,4,5.0,26.7,1,5,3,5,5.0,9,3,7,5.5,56.01,68.69,89.44,31.69,314574.42,Junior,0
EMP100112,37,Male,Married,Bachelor,Support,Senior Engineer,18,3.3,2.8,1,Never,Hybrid,16.9,10768.58,48231.81,164855.64,16.0,7445.0,Medium,4,,,2,6,5,6,5.0,3,7,8,5.75,56.03,80.78,85.74,33.55,342310.41,Mid,0
EMP100113,30,Male,Married,Bachelor,Support,Senior Engineer,7,3.5,3.3,1,Never,Hybrid,18.7,7611.83,66177.36,53535.31,5.6,4228.53,Medium,3,3.0,28.4,1,4,2,4,5.0,3,3,3,2.75,34.66,58.84,84.63,33.4,211054.63,Junior,1
EMP100114,23,Female,Married,High School,Engineering,Associate,1,1.0,0.7,0,Rarely,Hybrid,10.7,3929.49,11116.86,0.0,10.6,2755.96,Low,3,,17.8,2,1,4,3,,4,3,6,4.25,27.5,85.88,83.28,11.9,58270.74,Entry,0
EMP100115,36,Female,Single,Master,Support,Senior Engineer,12,0.5,0.3,0,Never,Office,8.0,9299.05,59037.2,0.0,14.6,4859.3,Medium,4,3.0,29.7,4,4,7,7,5.0,5,6,5,5.75,49.56,56.36,87.45,31.33,170625.8,Mid,0
EMP100116,31,Male,Married,Bachelor,Sales,Senior Engineer,9,3.7,2.5,1,Frequently,Office,11.9,11211.33,22147.78,157088.97,2.6,5238.65,Medium,3,2.0,23.6,0,6,5,7,6.0,5,5,7,5.5,46.01,41.24,92.04,25.96,313772.71,Junior,0
EMP100117,37,Male,Married,Bachelor,Operations,Engineer,15,2.1,1.5,1,Never,Office,8.2,7046.55,49455.43,0.0,5.7,3522.65,Low,2,2.0,25.2,0,4,4,1,3.0,1,5,4,3.5,25.67,51.08,83.62,30.31,134014.03,Mid,0
EMP100118,35,Male,Single,Master,Marketing,Senior Engineer,12,6.7,5.8,1,Rarely,Hybrid,12.0,12378.44,41683.33,106468.99,11.8,4988.42,Medium,4,4.0,21.9,0,4,2,4,6.0,3,5,3,3.25,41.3,34.66,85.08,24.57,296693.6,Mid,0
EMP100119,48,Male,Married,Bachelor,Sales,Senior Manager,27,5.9,3.9,2,Never,Remote,7.9,36491.32,,237023.78,9.6,16458.54,High,4,3.0,34.4,0,8,6,4,4.0,4,5,7,5.5,57.67,19.78,86.86,51.21,859455.99,Senior,0
EMP100120,33,Male,Married,Bachelor,Marketing,Lead,12,0.9,0.5,0,Rarely,Hybrid,5.9,15028.67,56466.98,219061.04,7.8,7946.65,High,4,4.0,30.1,2,10,7,4,4.0,5,5,7,6.0,66.37,49.31,88.89,24.77,455872.06,Mid,0
EMP100121,27,Male,Single,Master,Engineering,Engineer,6,0.8,0.1,0,Rarely,Hybrid,3.4,5965.8,18589.42,0.0,13.8,3774.29,Low,3,3.0,21.0,0,3,4,4,7.0,5,5,6,5.0,39.81,75.3,85.31,10.71,90179.02,Junior,1
EMP100122,36,Male,Single,High School,Engineering,Engineer,17,11.4,4.3,3,Rarely,Hybrid,20.8,8007.0,7672.07,298136.08,5.1,3438.03,Medium,3,3.0,31.3,0,4,6,5,6.0,7,8,4,6.25,42.03,39.5,91.15,52.65,401892.15,Mid,0
EMP100123,37,Male,Married,Doctorate,Support,Engineer,10,0.2,0.0,0,Rarely,Hybrid,4.8,6034.73,11086.12,0.0,17.0,3021.14,Low,3,3.0,29.7,0,6,2,2,4.0,4,2,3,2.75,35.65,56.97,79.83,21.7,83502.88,Junior,0
EMP100124,46,Male,Married,Master,Finance,Senior Engineer,24,1.9,1.4,0,Rarely,Remote,15.5,12425.2,63799.68,575638.05,10.6,7464.1,Medium,2,2.0,24.7,0,2,4,5,3.0,6,4,5,4.75,30.33,63.5,85.47,24.2,788540.13,Senior,1
EMP100125,42,Female,Married,Doctorate,Engineering,Manager,16,1.1,1.1,0,Rarely,Hybrid,16.6,21664.39,50016.11,588425.11,17.0,9409.41,High,3,3.0,31.1,0,11,5,4,6.0,5,4,5,4.75,52.25,33.46,86.22,27.29,898413.9,Mid,0
EMP100126,38,Male,Single,Master,Engineering,Manager,12,7.5,0.7,1,Never,Hybrid,24.0,21022.42,139595.11,191526.06,3.2,10614.4,High,4,4.0,29.3,1,6,4,5,5.0,3,5,6,4.5,50.65,38.55,88.93,32.74,583390.21,Mid,0
EMP100127,47,Male,Married,Bachelor,Support,Manager,25,2.9,1.3,1,Never,Hybrid,18.9,23166.78,5816.23,249248.96,8.7,11120.41,High,4,4.0,,1,5,6,6,6.0,4,6,5,5.25,50.61,35.32,88.72,33.7,533066.55,Senior,0
EMP100128,25,Male,Single,Bachelor,Engineering,Associate,4,1.8,1.3,0,Rarely,Hybrid,21.7,3788.04,14327.58,0.0,8.2,1768.07,Low,2,2.0,28.5,0,2,4,4,3.0,4,3,6,4.25,23.82,50.06,84.72,22.02,59784.06,Entry,0
EMP100129,30,Female,Married,Bachelor,Sales,Lead,7,3.4,0.1,1,Frequently,Office,10.5,15247.37,29172.1,122884.8,24.3,6301.11,High,3,4.0,27.4,1,3,3,2,5.0,4,5,2,3.5,33.65,39.08,79.2,30.17,335025.34,Junior,1
EMP100130,28,Male,Married,Master,Sales,Engineer,3,3.0,1.3,0,Rarely,Remote,21.5,6218.34,5148.22,0.0,11.8,4518.2,Low,3,3.0,27.7,1,10,6,2,5.0,5,5,5,5.25,51.98,88.17,84.29,18.17,79768.3,Entry,0
EMP100131,32,Male,Single,Bachelor,HR,Senior Engineer,7,4.7,3.7,0,Never,Hybrid,29.0,7972.24,21851.27,219482.32,6.9,5772.27,Medium,3,4.0,20.0,0,10,5,7,5.0,3,3,6,4.25,54.54,84.14,87.12,13.57,337000.47,Junior,0
EMP100132,24,Male,Single,Master,Engineering,Engineer,0,0.0,0.0,0,Rarely,Hybrid,2.4,5963.69,19393.67,0.0,8.3,3453.49,Low,2,2.0,29.1,1,5,6,6,,4,5,4,4.75,29.47,64.94,88.98,16.34,90957.95,Entry,0
EMP100133,40,Female,Married,Bachelor,Engineering,Lead,17,0.7,0.5,0,Rarely,Hybrid,18.8,15959.35,30487.3,0.0,20.1,9192.77,High,3,4.0,34.7,3,3,10,5,4.0,7,5,5,6.75,40.57,60.87,87.49,38.61,221999.5,Mid,1
EMP100134,33,Female,Married,Bachelor,Engineering,Engineer,11,7.0,4.3,2,Rarely,Hybrid,14.5,7262.26,,0.0,2.7,2960.11,Medium,3,3.0,24.2,1,6,8,6,7.0,6,6,7,6.75,52.87,35.87,92.65,36.18,131269.33,Mid,0
EMP100135,23,Female,Single,High School,Engineering,Associate,2,1.4,1.0,0,Never,Hybrid,14.4,3393.76,10065.93,0.0,6.4,1673.52,Low,2,1.0,20.7,0,1,6,1,3.0,3,4,3,4.0,20.34,53.57,83.38,10.34,50791.05,Entry,1
EMP100136,27,Female,Married,Master,Finance,Associate,6,4.4,1.1,0,Never,Hybrid,18.8,3992.46,10662.16,0.0,1.4,2677.41,Low,3,3.0,23.5,0,2,3,2,4.0,3,2,4,3.0,30.39,77.29,85.61,13.58,58571.68,Junior,1
EMP100137,38,Male,Married,Bachelor,Sales,Senior Engineer,14,1.6,0.3,0,Frequently,Office,0.6,13592.59,,645646.12,5.6,9611.38,High,4,4.0,34.0,2,9,3,4,6.0,5,6,6,5.0,60.9,76.15,89.32,31.11,880356.05,Mid,0
EMP100138,42,Male,Divorced,Bachelor,Engineering,Lead,22,3.3,0.1,0,Frequently,Hybrid,3.9,20439.62,36514.28,130891.29,7.6,13645.89,High,4,4.0,34.2,0,8,4,5,6.0,6,6,5,5.25,57.89,65.18,90.34,27.05,412681.01,Senior,0
EMP100139,51,Male,Divorced,Bachelor,HR,Manager,30,3.2,1.5,1,Never,Office,8.5,20630.49,107564.12,983073.78,9.6,11649.58,High,4,,31.5,1,6,5,5,5.0,6,5,4,5.0,56.03,50.53,86.02,41.02,1338203.78,Senior,0
EMP100140,58,Female,Divorced,Bachelor,Marketing,Lead,40,16.6,3.1,3,Never,Hybrid,32.0,22488.46,13481.5,62072.33,3.8,13766.59,High,4,4.0,32.1,3,10,7,6,8.0,8,10,8,8.25,76.26,53.47,96.92,70.75,345415.35,Senior,0
EMP100141,38,Female,Single,Doctorate,Engineering,Senior Engineer,12,2.3,1.5,0,Frequently,Office,9.2,12491.39,58106.8,0.0,8.5,6661.44,Medium,4,5.0,24.1,2,6,7,6,5.0,5,8,7,6.75,61.03,52.49,91.24,22.67,208003.48,Mid,0
EMP100142,27,Male,Single,Bachelor,Engineering,Engineer,2,2.0,1.1,0,Never,Office,16.0,5475.2,,0.0,5.7,3297.64,Low,1,1.0,33.7,1,7,2,2,4.0,3,4,4,3.25,20.55,67.7,84.64,22.12,96314.61,Entry,0
EMP100143,21,Female,Single,Bachelor,Marketing,Engineer,1,1.0,0.8,0,Frequently,Hybrid,17.5,5659.92,,0.0,13.8,2735.54,Low,4,4.0,18.9,2,8,5,4,3.0,4,5,3,4.25,59.13,53.34,83.37,13.66,101815.73,Entry,0
EMP100144,37,Male,Married,Bachelor,Finance,Engineer,18,1.1,0.9,0,Rarely,Hybrid,2.1,9050.64,13125.05,0.0,3.5,6248.03,Medium,4,3.0,35.9,1,6,4,6,7.0,6,4,5,4.75,51.51,76.71,91.69,29.55,121732.73,Mid,0
EMP100145,28,Male,Married,High School,HR,Engineer,5,4.4,1.6,0,Rarely,Office,1.3,4822.76,,280501.53,0.6,2532.38,Low,1,2.0,28.4,0,5,2,3,4.0,4,2,3,2.75,10.2,54.55,83.25,19.41,355162.2,Entry,0
EMP100146,32,Male,Married,Bachelor,Engineering,Lead,11,6.2,1.8,2,Frequently,Hybrid,19.9,17386.47,56988.47,137430.95,5.4,9850.66,High,5,5.0,26.6,1,13,8,9,7.0,9,8,8,8.25,86.86,51.85,96.2,38.1,403057.06,Mid,0
EMP100147,30,Female,Married,High School,Finance,Senior Engineer,13,1.2,0.1,0,Rarely,Remote,28.2,9675.57,14939.16,0.0,8.4,6483.24,Medium,1,2.0,25.6,2,3,1,1,4.0,1,1,2,1.25,7.15,75.26,79.14,28.94,131046.0,Mid,1
EMP100148,34,Female,Married,High School,Engineering,Senior Engineer,15,2.6,2.0,0,Rarely,Hybrid,2.3,11191.69,4796.79,49421.07,10.6,8049.17,Medium,2,2.0,30.6,1,5,5,3,6.0,5,4,5,4.75,23.45,82.21,86.14,26.21,188518.14,Mid,0
EMP100149,44,Male,Married,High School,Engineering,Lead,20,3.4,1.7,1,Never,Office,14.6,19575.56,38260.52,479214.46,5.6,8807.16,High,4,4.0,,2,4,4,5,6.0,4,6,4,4.5,52.5,32.68,90.12,38.71,752381.7,Mid,0
EMP100150,36,Female,Married,Bachelor,Finance,Lead,13,5.7,1.9,2,Rarely,Office,1.2,15360.68,36900.53,263454.17,10.2,6733.67,High,3,2.0,25.6,0,7,5,4,4.0,4,6,4,4.75,41.43,36.6,84.22,34.45,484682.86,Mid,0
EMP100151,34,Female,Single,Master,Finance,Engineer,9,5.9,4.2,2,Rarely,Hybrid,24.1,7788.5,,0.0,6.6,4977.21,Medium,4,5.0,27.8,0,2,8,8,,5,8,6,6.75,52.88,71.54,93.83,38.1,124102.0,Junior,0
EMP100152,27,Female,Single,High School,Engineering,Engineer,11,0.6,0.2,0,Rarely,Remote,103.5,16674.29,10010.39,0.0,12.4,4207.37,Medium,4,4.0,32.6,0,3,6,6,5.0,4,5,5,5.0,50.95,53.93,89.02,22.26,210101.87,Mid,0
EMP100153,22,Female,Married,Bachelor,Engineering,Associate,0,0.0,0.0,0,Never,Office,3.3,3528.91,7000.78,0.0,3.7,1444.71,Low,2,2.0,23.4,0,2,5,2,2.0,1,4,2,3.0,19.34,39.82,83.61,12.61,49347.7,Entry,0
EMP100154,31,Male,Married,Bachelor,Finance,Engineer,8,4.7,2.0,0,Frequently,Office,5.1,6400.88,8145.13,0.0,4.7,3910.76,Low,3,3.0,27.6,2,1,1,5,4.0,6,4,7,4.5,30.59,67.75,89.65,23.2,84955.69,Junior,0
EMP100155,35,Female,Married,Master,Engineering,Senior Engineer,10,3.3,0.9,0,Rarely,Hybrid,23.7,12383.87,48451.04,0.0,0.7,5917.63,Medium,4,4.0,25.5,1,3,5,2,4.0,4,5,6,5.0,48.96,40.99,88.54,20.78,197057.48,Junior,1
EMP100156,49,Male,Married,Bachelor,Engineering,Senior Manager,28,5.7,4.5,2,Rarely,Hybrid,4.8,43147.02,221183.06,336035.04,9.4,28433.48,High,5,5.0,30.1,0,10,7,6,5.0,7,7,7,7.0,83.63,44.82,92.53,46.71,1074982.34,Senior,0
EMP100157,36,Female,Married,Master,Engineering,Lead,12,8.3,5.9,2,Never,Office,8.4,16759.86,74007.71,145946.7,4.7,11592.04,High,4,3.0,29.1,1,3,6,7,6.0,6,3,5,5.0,44.47,70.68,91.65,40.61,421072.73,Mid,0
EMP100158,43,Male,Married,Master,Engineering,Manager,17,2.9,1.5,0,Never,Hybrid,2.7,23668.19,52966.55,431350.19,9.9,14353.01,High,4,,,2,11,6,5,,5,2,5,4.5,56.19,54.25,85.86,31.15,768335.02,Mid,0
EMP100159,31,Female,Single,Doctorate,Marketing,Senior Engineer,5,2.6,1.8,0,Rarely,Office,9.1,8905.89,22045.73,0.0,9.6,5961.91,Medium,3,3.0,29.0,0,6,5,6,4.0,4,5,5,4.75,39.96,76.36,88.25,20.34,128916.41,Entry,0
EMP100160,26,Female,Single,Master,Engineering,Associate,1,1.0,0.1,0,Never,Office,4.4,3178.63,9544.18,0.0,6.1,1762.95,Low,1,1.0,19.7,0,2,5,5,5.0,4,3,6,4.5,12.86,62.77,84.29,12.17,47687.74,Entry,0
EMP100161,27,Male,Single,Bachelor,Support,Engineer,0,0.0,0.0,0,Never,Remote,19.8,4272.73,5599.73,0.0,12.0,1828.21,Low,3,4.0,20.0,0,2,1,5,5.0,2,2,2,1.75,25.37,45.51,81.64,9.54,56872.49,Entry,0
EMP100162,29,Non-Binary,Married,Doctorate,Finance,Associate,3,3.0,1.8,0,Never,Hybrid,18.2,4289.12,17394.04,0.0,3.8,2295.86,Low,3,3.0,28.4,1,3,3,1,1.0,3,3,3,3.0,37.7,57.95,81.61,19.1,68863.48,Entry,0
EMP100163,52,Male,Married,Master,Engineering,Lead,29,2.6,1.0,0,Never,Office,9.6,25283.26,55537.47,182374.42,3.3,16699.75,High,4,4.0,32.9,1,7,6,6,5.0,7,6,6,6.25,60.93,58.0,89.51,34.31,541311.01,Senior,0
EMP100164,28,Male,Married,Bachelor,Support,Associate,6,2.5,1.8,1,Never,Office,11.5,3854.74,14628.14,0.0,9.9,1713.61,Low,4,3.0,29.4,1,3,5,5,,4,4,3,4.0,43.17,47.44,84.9,31.14,60885.02,Junior,0
EMP100165,42,Male,Divorced,Bachelor,Engineering,Lead,19,9.7,5.1,1,Rarely,Hybrid,2.4,21239.8,67992.48,487574.83,8.6,10806.86,High,5,5.0,25.1,4,7,7,6,9.0,9,8,5,7.25,73.59,41.27,94.47,40.21,810444.91,Mid,0
EMP100166,28,Female,Married,Master,Marketing,Engineer,4,4.0,1.5,1,Rarely,Hybrid,10.7,5676.27,33236.14,0.0,12.2,3955.62,Low,3,3.0,32.2,0,4,5,7,,7,6,6,6.0,44.47,84.4,91.59,28.31,101351.38,Entry,1
EMP100167,42,Male,Married,Bachelor,Marketing,Manager,22,4.0,1.7,0,Never,Office,13.0,24546.4,29336.68,176643.26,9.3,14705.76,High,4,4.0,30.3,0,8,6,5,5.0,5,3,4,4.5,60.91,52.1,85.78,27.56,500536.74,Senior,0
EMP100168,38,Male,Married,Master,Marketing,Senior Engineer,13,5.0,3.6,2,Never,Hybrid,35.0,11241.16,28738.98,0.0,14.6,4781.99,Medium,4,4.0,22.5,1,8,3,3,4.0,2,5,6,4.0,53.49,40.19,82.97,37.8,163632.9,Mid,0
EMP100169,34,Female,Married,Bachelor,Sales,Senior Engineer,14,6.4,0.4,1,Frequently,Office,4.9,11675.71,20508.02,0.0,1.6,7342.86,Medium,3,3.0,25.2,0,3,7,5,5.0,7,5,6,6.25,39.82,64.45,91.18,28.72,160616.54,Mid,0
EMP100170,35,Male,Married,Master,Marketing,Senior Engineer,8,3.5,2.9,0,Rarely,Hybrid,11.4,8721.25,28852.29,0.0,0.8,3809.46,Medium,3,3.0,27.9,0,3,4,5,6.0,4,6,5,4.75,39.55,38.13,88.69,20.75,133507.29,Junior,0
EMP100171,30,Male,Single,High School,Support,Lead,11,1.6,0.1,0,Rarely,Office,5.4,16543.14,,486534.86,12.4,9143.36,High,5,5.0,35.1,0,9,6,6,,7,7,8,7.0,72.27,53.54,91.12,22.64,701629.58,Mid,0
EMP100172,39,Female,Divorced,Master,Sales,Senior Engineer,15,4.7,0.6,1,Frequently,Office,10.4,10676.61,18738.21,331499.39,19.1,6223.29,Medium,3,3.0,29.6,2,3,7,5,3.0,4,3,3,4.25,35.8,66.06,83.38,36.01,478356.92,Mid,1
EMP100173,31,Female,Married,Bachelor,Engineering,Senior Engineer,11,7.0,5.7,2,Rarely,Hybrid,23.4,13624.3,48524.69,723575.99,6.7,7818.07,High,5,5.0,32.1,2,5,7,7,5.0,5,5,5,5.5,64.84,56.76,91.88,46.85,935592.28,Mid,0
EMP100174,25,Female,Single,Master,Engineering,Engineer,0,0.0,0.0,0,Frequently,Hybrid,29.9,5514.3,,0.0,2.9,2367.86,Low,3,2.0,29.0,0,3,5,5,7.0,6,6,2,4.75,39.05,40.72,89.51,14.02,94816.76,Entry,1
EMP100175,25,Female,Single,Bachelor,Engineering,Associate,1,1.0,0.5,0,Rarely,Hybrid,27.2,3053.27,17450.88,0.0,11.5,1857.97,Low,2,2.0,27.8,0,2,4,1,4.0,1,2,4,2.75,21.12,73.26,78.52,16.87,54090.12,Entry,0
EMP100176,36,Non-Binary,Married,High School,Engineering,Engineer,14,2.5,0.9,1,Rarely,Office,6.2,7982.93,27186.6,0.0,8.7,4313.45,Medium,2,,,1,6,3,4,6.0,4,4,5,4.0,31.8,57.59,86.57,30.9,122981.76,Mid,1
EMP100177,48,Male,Single,Bachelor,HR,Lead,25,1.8,0.2,0,Never,Office,6.9,17226.51,59839.87,332748.16,5.6,11266.37,High,4,4.0,17.9,2,5,5,3,3.0,3,4,3,3.75,50.22,65.07,86.44,25.16,599306.15,Senior,0
EMP100178,36,Male,Single,High School,Operations,Engineer,18,3.8,2.3,1,Rarely,Office,11.5,7107.33,20222.14,0.0,17.1,4798.63,Low,4,4.0,35.8,1,2,5,5,6.0,6,4,5,5.0,41.18,82.03,85.37,36.61,105510.1,Mid,1
EMP100179,34,Male,Single,Doctorate,Engineering,Senior Engineer,3,2.2,1.5,0,Never,Remote,10.2,10674.41,4689.52,550947.35,12.5,5541.45,Medium,4,4.0,31.4,0,10,6,6,4.0,8,3,4,5.25,60.36,53.72,87.71,20.0,683729.79,Entry,1
EMP100180,37,Male,Married,Bachelor,HR,Senior Engineer,14,8.5,1.6,2,Never,Office,17.0,9316.22,12533.9,0.0,0.7,5265.28,Medium,3,2.0,29.8,1,2,3,5,5.0,6,7,5,5.25,41.02,56.66,89.74,41.59,124328.54,Mid,0
EMP100181,45,Female,Divorced,Bachelor,Finance,Lead,24,4.8,3.6,1,Rarely,Hybrid,14.9,22377.41,42106.62,0.0,6.3,13531.45,High,4,4.0,20.7,2,1,7,3,6.0,6,6,4,5.75,43.57,53.52,90.7,33.15,310635.54,Senior,0
EMP100182,37,Female,Single,Master,Sales,Senior Engineer,13,2.3,0.2,1,Frequently,Office,10.9,9360.65,29507.67,315549.55,10.1,6266.2,Medium,2,,33.4,0,5,2,2,3.0,4,3,3,3.0,25.41,76.17,81.64,32.49,457385.02,Mid,1
EMP100183,32,Male,Single,Bachelor,Operations,Engineer,10,1.3,1.0,0,Never,Office,10.0,6123.27,246.18,0.0,1.0,3229.88,Low,3,2.0,,1,1,5,4,5.0,6,2,4,4.25,27.34,53.97,88.11,24.25,73725.42,Junior,0
EMP100184,44,Male,Married,Bachelor,Finance,Senior Engineer,19,6.8,4.8,2,Frequently,Hybrid,6.6,13899.2,,468996.53,3.0,8308.09,High,4,5.0,33.9,0,5,3,5,6.0,5,3,7,4.5,51.21,58.48,91.34,41.5,699156.68,Mid,0
EMP100185,38,Female,Single,Bachelor,Support,Manager,16,1.5,1.4,0,Never,Hybrid,30.0,17777.34,12345.15,0.0,18.0,11883.9,High,3,3.0,,1,7,6,3,,5,4,6,5.25,47.12,72.12,87.07,23.7,225673.23,Mid,0
EMP100186,47,Non-Binary,Married,Bachelor,Engineering,Manager,25,3.3,2.7,0,Rarely,Hybrid,0.9,24311.15,51782.12,266976.28,2.6,13693.82,High,3,3.0,20.7,4,9,8,5,6.0,6,5,6,6.25,53.33,44.08,90.52,34.93,610492.2,Senior,0
EMP100187,36,Male,Divorced,Master,Engineering,Senior Engineer,12,4.0,3.4,1,Never,Office,13.2,12486.3,65450.18,265590.73,1.5,5849.52,Medium,4,4.0,24.1,2,5,4,4,5.0,4,6,7,5.25,51.29,39.83,90.18,36.52,480876.51,Mid,0
EMP100188,25,Male,Single,Bachelor,HR,Engineer,3,1.5,1.4,0,Never,Office,4.7,5539.93,21229.99,0.0,3.0,2647.64,Low,3,3.0,23.7,0,2,6,6,4.0,5,5,4,5.0,33.91,47.95,88.25,16.04,87709.15,Entry,0
EMP100189,24,Male,Married,Bachelor,Engineering,Engineer,1,1.0,0.8,0,Rarely,Hybrid,3.5,6018.46,13857.23,0.0,6.7,2422.45,Low,3,3.0,25.8,0,6,4,4,5.0,4,5,4,4.25,44.07,37.94,86.1,15.71,86078.75,Entry,0
EMP100190,48,Male,Married,Bachelor,Engineering,Senior Manager,25,7.6,6.1,2,Rarely,Remote,52.9,37311.72,115861.35,621570.35,26.7,24449.96,High,4,4.0,31.0,1,18,5,4,6.0,3,4,7,4.75,71.19,56.86,83.81,49.65,1185172.34,Senior,1
EMP100191,49,Male,Single,Master,Engineering,Manager,23,0.9,0.2,0,Rarely,Hybrid,14.4,25258.3,141938.13,266039.6,9.1,11778.77,High,4,4.0,33.2,1,7,8,7,,5,6,6,6.25,59.55,31.64,92.57,34.44,711077.33,Senior,0
EMP100192,34,Male,Married,Bachelor,Sales,Engineer,14,6.8,5.1,1,Frequently,Remote,75.6,7398.81,22746.99,0.0,5.1,3847.03,Medium,3,3.0,25.7,0,3,3,4,2.0,4,2,2,2.75,31.56,53.51,83.97,28.17,111532.71,Mid,1
EMP100193,32,Female,Married,Master,Sales,Engineer,6,3.8,2.4,0,Never,Office,12.5,6353.33,9355.36,0.0,10.2,3197.57,Low,4,4.0,24.3,1,6,3,3,4.0,3,3,2,2.75,42.6,54.13,81.56,17.27,85595.32,Junior,0
EMP100194,47,Male,Married,Bachelor,HR,Lead,25,2.0,1.9,1,Never,Office,14.5,18669.21,55246.81,83946.68,11.2,7988.86,High,4,4.0,30.1,2,6,6,6,7.0,5,6,5,5.5,55.42,32.6,89.38,44.43,363224.01,Senior,0
EMP100195,26,Male,Single,Bachelor,Sales,Associate,8,0.8,0.6,0,Frequently,Hybrid,34.2,4942.23,24110.8,0.0,5.1,3525.6,Low,4,4.0,20.0,3,1,6,7,6.0,7,8,6,6.75,51.52,84.42,92.2,22.2,83417.56,Junior,0
